age_upon_outcome,sex_upon_outcome,animal_type,breed,color
27,1,1,262,55
33,1,1,652,432
38,2,1,398,112
37,2,1,979,67
37,2,1,979,434
37,3,1,979,67
42,2,1,398,481
27,3,1,230,7
27,2,1,230,55
25,3,0,552,55
25,3,0,552,55
27,3,1,51,173
5,3,1,51,173
27,3,0,552,432
33,0,0,552,84
31,2,1,1003,372
31,2,1,1003,372
37,3,1,935,118
21,3,0,552,149
27,3,1,900,58
21,0,1,398,311
5,1,1,398,173
21,1,0,552,115
19,1,1,735,118
41,3,1,988,434
21,2,1,1055,55
5,2,1,1055,55
38,3,1,271,117
31,3,1,383,432
38,2,1,720,372
21,2,1,398,173
5,2,0,552,136
5,2,1,398,154
42,3,1,834,432
5,2,0,552,136
5,3,1,720,481
25,2,0,552,7
25,3,0,552,7
25,3,0,552,7
25,2,0,552,58
5,2,1,398,135
27,2,0,552,447
25,2,0,552,447
25,1,0,552,149
27,3,1,590,52
25,1,0,552,136
5,3,1,720,55
19,3,1,720,55
7,3,0,552,184
6,3,1,720,7
19,3,1,720,7
38,2,1,350,311
29,2,1,230,434
21,3,1,720,311
18,1,1,720,117
2,2,1,720,235
2,3,1,720,235
2,3,1,720,454
2,3,1,720,173
2,3,1,720,235
2,3,1,720,173
2,3,1,720,169
37,2,1,475,337
2,2,1,475,337
2,3,1,720,235
2,3,1,720,388
2,2,1,720,173
2,3,1,720,337
2,2,1,720,154
31,2,0,552,305
21,3,0,1052,77
33,2,1,720,117
27,1,0,552,136
5,3,1,833,459
5,2,1,988,173
5,2,1,988,173
19,2,1,901,55
21,1,0,548,149
7,2,1,457,55
5,0,1,903,55
12,2,0,552,7
12,2,0,552,7
5,0,0,552,136
18,0,0,552,136
39,3,1,410,55
33,3,1,410,55
29,3,0,552,184
31,3,0,1019,260
5,3,1,398,372
5,0,1,901,128
40,2,1,901,55
27,4,0,552,136
39,0,0,548,184
38,2,1,901,118
5,3,1,901,246
19,3,1,901,246
27,2,1,116,76
19,0,1,799,203
25,2,0,552,297
19,1,1,799,173
19,0,1,799,337
21,2,1,799,337
19,2,1,799,337
19,1,1,799,173
21,2,1,792,432
7,2,1,825,372
7,1,1,398,55
37,1,1,78,55
5,2,1,901,52
5,2,1,901,52
7,0,0,552,7
6,3,1,901,115
7,2,1,1157,117
6,2,1,720,7
40,2,1,1157,459
31,2,1,1157,459
21,3,1,141,416
21,2,1,1055,55
35,1,1,118,171
19,3,1,720,237
42,1,0,552,55
19,3,0,548,184
19,2,0,551,136
31,3,1,876,475
5,1,0,552,149
25,3,0,552,305
29,2,0,552,305
38,2,0,552,149
5,2,1,271,128
5,2,1,271,128
5,3,1,590,374
30,1,1,590,55
21,0,0,1052,350
37,0,0,552,434
5,2,0,552,7
5,2,0,552,7
31,2,1,398,117
31,3,1,398,217
19,2,1,64,173
31,3,1,383,55
21,1,1,317,217
19,2,1,720,55
5,2,1,580,55
38,2,0,552,434
38,2,0,552,55
21,3,1,901,55
21,3,1,1008,52
21,2,1,720,7
37,0,0,552,184
39,2,1,317,55
21,2,1,1038,444
21,3,1,270,372
5,3,1,383,372
6,2,1,398,372
43,2,1,398,372
21,0,1,901,475
5,2,0,552,149
13,3,0,544,55
40,3,1,968,118
35,3,1,968,118
19,3,0,1052,350
19,3,0,1052,350
42,2,0,548,115
42,3,0,552,7
27,3,0,548,91
42,3,0,552,55
35,2,0,548,91
27,3,0,552,447
35,3,0,552,55
10,0,0,1052,279
5,2,1,153,388
41,2,1,153,388
19,2,1,153,388
27,2,1,901,58
42,2,1,725,311
42,2,1,725,311
5,2,1,65,129
5,3,1,452,311
21,2,1,288,337
12,2,1,1024,7
19,2,1,1108,118
2,3,1,988,434
29,0,0,552,55
20,1,1,901,439
21,2,1,846,432
20,0,1,901,115
20,0,1,901,115
42,3,1,398,444
20,0,1,901,115
20,1,1,901,115
20,0,1,901,115
20,1,1,901,115
37,2,1,590,154
33,2,1,590,154
29,2,1,590,154
5,2,1,901,246
35,2,0,552,297
21,2,0,552,297
27,2,1,353,446
27,2,1,353,446
6,2,1,182,374
21,2,1,139,444
5,2,1,139,444
5,3,1,720,7
31,1,1,750,217
27,1,1,750,217
27,1,1,750,217
31,1,1,750,372
27,1,1,750,372
27,1,1,750,372
37,0,1,56,374
38,1,1,901,55
21,3,1,720,481
27,2,1,271,337
21,3,1,353,444
31,3,1,988,55
31,2,1,159,388
5,2,1,55,167
5,3,0,552,58
5,3,0,552,58
37,1,1,901,173
38,1,1,453,7
27,2,1,825,7
5,2,1,1108,349
27,3,0,552,184
9,2,1,720,7
42,3,1,720,215
5,3,0,552,184
37,2,0,552,297
21,2,1,417,52
29,0,0,548,136
2,0,0,552,450
2,0,1,398,55
7,0,0,552,434
33,0,1,724,475
19,2,0,552,58
19,2,0,552,7
19,2,0,552,7
19,2,0,552,14
21,4,0,552,55
38,2,1,613,154
38,2,1,613,154
19,2,1,762,55
19,2,1,762,7
19,2,1,762,128
19,2,1,762,55
5,3,1,719,55
21,2,1,901,388
5,2,1,901,388
5,2,1,901,388
5,0,1,59,154
20,0,1,51,340
20,1,1,51,7
20,1,1,51,7
20,1,1,51,7
41,2,0,552,297
40,3,0,552,7
38,3,0,552,7
5,2,0,548,136
35,2,1,291,55
8,1,1,398,217
5,2,0,552,305
21,2,1,901,434
21,2,1,720,118
21,2,0,552,115
31,2,0,552,136
21,2,0,552,84
41,3,0,552,391
27,3,0,1019,58
27,3,1,1088,58
25,2,1,901,8
5,4,0,548,58
5,3,1,629,311
21,3,1,88,312
21,2,1,901,388
27,3,1,691,416
38,3,0,552,391
5,0,0,552,184
40,2,0,895,136
5,2,1,502,416
21,2,1,472,444
21,2,1,472,444
19,2,1,398,491
5,2,1,271,118
7,2,1,115,37
27,2,1,398,117
5,2,1,398,117
39,2,1,398,117
41,1,1,383,37
5,2,1,398,171
35,2,1,457,199
21,3,0,548,136
35,2,0,552,136
37,1,1,988,55
27,2,1,901,388
21,2,1,901,388
19,3,0,552,115
27,2,1,229,55
21,2,1,398,337
25,2,0,552,91
25,2,0,543,58
25,3,0,543,58
37,3,1,1046,7
6,3,0,552,91
19,3,0,552,297
19,2,0,548,115
5,2,1,65,55
5,2,1,979,416
21,0,1,398,416
5,2,1,943,215
37,0,0,1052,77
40,2,1,1009,52
38,2,1,1009,52
5,2,1,353,444
5,2,1,353,444
31,3,1,1139,388
5,2,1,590,340
37,2,1,590,340
31,1,1,741,7
6,2,1,369,388
25,1,1,901,118
7,2,0,552,305
33,3,1,398,117
29,2,1,253,55
21,1,1,901,55
5,3,1,720,55
21,2,0,552,55
5,2,1,901,115
5,2,1,725,337
33,3,1,825,7
10,2,0,552,305
41,1,1,1034,372
5,2,1,1160,372
5,2,1,1160,37
5,2,1,398,434
43,2,1,398,434
21,1,1,707,416
25,3,0,548,136
33,3,1,720,55
33,0,0,552,136
31,2,1,870,52
5,2,0,547,305
19,2,0,552,58
19,2,0,552,58
19,3,0,552,58
21,2,1,884,372
21,1,0,552,7
35,3,0,548,7
19,0,0,552,58
31,3,0,552,149
19,2,1,934,128
21,1,1,901,215
21,1,1,901,215
44,1,1,737,55
37,2,0,552,136
41,3,0,552,184
27,2,1,165,475
5,2,1,165,475
5,3,0,552,149
21,3,0,552,149
40,3,1,153,416
7,2,0,552,149
5,2,1,901,445
5,2,1,901,445
5,2,1,479,37
5,0,1,479,37
5,1,0,552,136
37,2,1,923,128
27,1,1,1098,7
21,2,1,589,52
41,3,1,488,128
29,1,1,398,217
35,2,0,552,305
5,3,1,387,66
5,3,1,398,444
27,2,1,410,55
37,0,0,552,278
21,0,1,901,434
5,2,0,552,136
21,3,1,795,432
37,2,1,799,37
19,0,0,552,7
2,0,0,552,184
5,3,1,969,217
39,3,1,934,118
38,2,0,544,305
27,3,1,398,372
5,3,1,398,372
38,3,1,558,416
35,3,1,901,482
5,2,1,397,173
38,3,1,398,173
27,2,1,398,173
21,2,1,398,173
40,3,1,644,55
42,3,1,271,117
35,3,1,271,117
27,3,1,901,444
21,3,1,590,154
5,3,1,288,128
6,3,1,288,128
5,2,1,720,173
5,3,1,488,37
20,1,0,552,218
5,2,1,38,55
5,3,0,552,136
19,1,0,552,297
19,0,0,552,136
27,0,0,552,305
41,0,0,552,305
5,2,1,38,128
21,2,1,317,7
29,2,1,1157,7
19,2,1,1157,7
5,2,1,764,475
42,2,1,398,213
42,2,1,398,213
21,1,1,447,118
5,2,1,902,416
5,2,1,902,416
29,2,1,902,416
41,0,1,1157,117
40,2,1,720,173
18,0,1,901,128
18,1,1,901,215
18,0,1,901,215
18,0,1,901,215
18,0,1,901,215
18,0,1,901,452
18,0,1,901,215
8,3,1,720,444
43,3,1,720,444
35,2,1,590,154
35,2,1,590,154
27,2,1,590,154
40,2,1,719,481
21,2,1,719,481
2,2,1,720,175
2,3,1,720,175
2,3,1,720,173
5,3,1,901,115
11,2,1,720,55
21,2,1,353,55
5,2,1,353,55
5,2,1,353,55
37,1,1,320,173
5,2,0,544,7
31,3,1,488,55
19,1,0,552,55
33,2,1,230,55
41,3,1,613,202
19,1,1,271,154
27,2,1,256,444
19,2,1,534,213
8,2,1,199,374
19,2,1,199,374
8,3,0,552,400
7,0,0,1052,434
31,2,1,901,103
5,2,1,825,432
5,0,0,552,401
21,3,1,65,65
21,3,1,725,444
27,2,1,725,444
21,2,1,725,444
5,3,1,398,372
42,3,1,720,55
42,3,1,720,55
42,3,1,720,55
21,2,1,901,55
25,2,0,552,7
25,2,0,552,7
25,3,0,552,401
19,3,1,6,173
19,3,1,6,154
31,2,0,552,136
31,2,0,552,136
39,2,1,988,477
35,2,1,115,76
31,1,1,590,340
27,1,1,590,340
5,1,1,590,340
5,3,1,728,311
10,3,1,271,337
21,0,0,552,136
31,3,1,115,444
21,3,1,839,175
39,3,1,737,388
39,2,1,737,388
27,2,1,65,172
39,0,1,761,388
10,3,0,552,434
41,2,1,590,340
21,3,0,552,136
21,2,1,1116,175
29,3,0,552,7
29,2,0,543,297
31,0,1,901,55
5,1,1,901,55
5,3,1,901,152
5,3,1,901,152
19,2,0,552,149
19,2,0,552,136
31,3,1,644,7
7,2,0,552,297
42,2,0,552,297
5,3,1,901,128
21,2,1,719,7
19,3,0,552,184
19,3,0,552,55
5,2,1,968,237
5,2,1,968,237
21,3,1,750,154
41,2,1,720,55
5,3,1,1088,115
5,3,1,1088,115
27,2,1,620,154
21,3,1,901,55
21,3,1,901,55
5,3,1,901,117
27,3,0,552,305
27,3,0,552,184
5,3,1,972,372
5,2,1,1145,173
21,2,1,590,52
5,3,0,552,84
38,2,0,544,466
35,2,1,270,173
21,2,1,825,175
21,3,1,525,434
41,3,1,525,434
41,3,1,525,434
29,2,1,333,7
21,1,0,552,297
5,2,1,153,337
26,0,0,552,84
26,1,0,552,149
26,1,0,548,149
26,1,0,548,149
26,1,0,548,444
26,0,0,552,136
19,3,1,590,154
26,0,0,544,84
42,2,1,825,3
5,3,1,901,55
42,2,1,398,372
38,0,0,552,184
19,2,0,552,115
5,0,1,884,326
5,2,1,884,326
5,3,0,552,136
32,1,0,552,136
32,1,0,552,136
19,2,0,552,136
19,2,0,552,136
19,3,0,552,136
8,2,1,672,416
5,2,1,672,416
5,2,1,672,416
41,3,1,880,117
41,2,1,880,416
41,3,1,880,475
35,1,1,1037,434
35,2,0,552,55
35,2,1,398,215
40,1,1,376,337
5,3,1,595,37
35,3,1,901,55
31,3,1,901,55
35,3,1,901,434
21,2,1,720,7
41,3,0,552,391
27,3,0,544,7
44,3,1,488,311
5,3,1,720,55
5,3,1,720,55
5,3,1,720,55
5,3,1,720,55
6,3,1,720,55
39,3,1,720,55
39,3,1,720,55
37,3,1,720,55
21,2,1,153,432
31,2,1,270,118
21,2,1,901,337
42,2,1,398,199
19,1,0,552,297
19,2,0,552,297
19,2,0,986,247
5,2,1,398,434
5,2,1,165,55
5,3,1,165,215
35,2,1,479,311
8,2,1,479,55
6,2,1,479,55
27,3,1,397,173
5,3,1,398,372
5,4,0,552,136
41,3,0,543,391
27,3,0,552,198
5,2,1,621,340
37,2,0,552,305
31,2,1,1156,459
25,1,1,901,475
33,2,0,552,297
5,3,0,552,391
27,2,1,901,173
5,2,1,398,418
5,2,1,398,475
5,2,1,398,475
5,2,1,398,444
19,2,1,421,7
27,1,1,51,173
27,2,1,923,215
21,2,1,923,215
13,3,1,903,128
35,4,0,544,297
5,0,0,552,447
27,2,1,403,337
21,0,0,552,401
40,3,1,398,372
36,0,0,552,401
36,1,0,552,432
36,0,0,552,7
21,0,0,552,439
4,1,0,552,55
4,0,0,552,55
4,0,0,552,55
4,0,0,552,55
4,1,0,552,115
21,2,0,552,149
5,2,1,398,215
41,3,1,271,154
33,3,0,548,184
38,2,1,398,117
27,2,1,8,7
5,2,1,8,7
5,3,1,720,55
5,2,1,613,374
5,2,1,613,374
31,3,1,719,7
35,3,1,590,52
21,3,1,901,173
19,3,1,23,173
5,3,0,552,136
37,2,1,901,117
25,3,1,353,432
33,0,1,720,55
5,3,1,398,416
43,3,1,719,55
37,3,0,552,136
37,2,1,1145,372
29,2,1,901,475
19,2,1,257,372
37,2,0,552,7
38,3,1,398,54
31,0,1,901,128
33,2,0,552,136
41,3,1,988,416
27,2,1,901,439
21,2,1,901,439
21,2,1,901,439
21,2,1,901,439
21,2,1,901,439
5,2,1,590,416
31,1,1,1008,37
5,1,1,901,117
42,2,1,271,444
42,2,1,271,444
21,2,1,281,444
19,2,1,115,454
43,2,1,901,173
2,1,1,901,173
35,2,1,271,173
38,2,1,589,37
27,2,1,825,432
5,1,1,901,173
8,2,1,720,55
9,3,1,398,117
5,3,1,720,55
31,3,1,589,37
6,2,1,590,7
5,0,0,552,401
41,3,1,273,128
25,2,0,548,55
27,2,1,23,115
21,2,1,23,115
5,1,0,552,55
35,2,1,767,55
6,2,1,91,55
5,2,1,922,117
19,2,1,590,52
5,2,1,475,173
21,3,1,719,475
7,2,1,590,52
5,3,1,725,55
21,1,1,901,434
5,4,0,552,136
5,4,0,552,55
5,4,0,552,7
5,4,0,552,305
19,3,0,552,439
19,3,0,552,439
19,3,0,552,439
40,3,1,457,337
42,3,0,544,454
29,3,1,398,237
5,2,1,230,55
21,2,1,590,173
5,2,1,398,372
25,2,1,398,372
21,2,1,398,55
21,3,1,398,52
5,3,1,285,445
42,1,1,1037,173
41,3,1,590,340
27,3,1,590,154
5,3,1,64,173
21,0,1,447,311
10,0,0,552,136
41,2,1,191,37
5,3,1,1149,55
27,2,1,1032,55
5,0,0,552,7
27,3,1,65,434
21,3,1,900,115
14,2,1,65,173
27,2,1,38,7
31,2,1,472,171
5,2,1,901,7
41,3,1,640,250
41,3,1,640,250
27,3,1,271,432
35,2,1,64,128
38,3,1,720,311
27,2,1,398,432
38,3,1,839,260
27,3,1,825,217
5,0,0,552,55
33,3,1,903,55
35,3,1,291,128
31,3,1,291,128
27,3,1,291,128
27,3,1,291,128
27,1,1,1056,432
21,1,1,901,128
7,3,0,548,55
12,2,0,543,305
12,2,0,552,149
44,2,1,590,326
27,2,1,901,117
41,3,0,552,184
11,2,1,720,7
21,3,1,1120,117
21,3,1,1120,117
5,1,1,901,128
27,4,0,1052,444
26,1,0,552,55
26,1,0,552,297
6,1,0,552,115
21,2,0,552,149
40,2,0,552,55
19,3,1,353,416
19,2,1,1167,434
19,3,1,1167,449
27,2,1,115,74
27,2,1,115,74
10,1,1,140,416
5,2,1,590,372
5,2,1,590,372
27,3,1,398,173
19,3,1,590,388
43,0,0,552,184
41,0,0,1051,289
6,3,1,720,7
33,3,0,552,149
5,3,1,901,173
5,3,1,901,173
27,2,1,901,444
21,3,1,901,388
38,2,1,988,54
5,2,1,397,55
37,3,0,552,55
5,3,1,901,388
5,2,1,65,173
5,2,1,270,337
21,3,1,975,7
5,3,1,975,7
5,3,1,975,7
21,0,0,552,141
35,3,1,1149,481
38,3,1,901,372
5,3,1,720,55
31,2,1,1009,52
21,2,1,1009,52
6,3,0,552,55
33,3,0,552,401
37,3,0,552,401
19,2,1,199,173
21,3,1,901,372
5,2,1,652,217
42,3,1,153,416
27,2,1,697,376
21,2,1,697,376
21,0,1,230,55
20,1,1,230,434
20,0,1,230,215
20,0,1,230,388
20,1,1,230,213
20,0,1,230,55
20,0,1,230,55
20,0,1,230,55
20,0,1,230,55
20,0,1,230,55
35,3,1,901,55
21,2,1,444,154
25,0,1,923,118
31,2,1,398,416
35,2,1,1038,278
27,0,1,825,55
35,1,1,1038,444
5,1,1,255,37
19,1,1,437,7
19,0,1,1162,37
5,3,1,317,388
7,3,1,766,215
31,3,1,835,275
42,0,0,548,432
21,0,1,901,439
27,3,1,770,173
27,3,1,770,173
5,3,1,65,444
21,3,1,901,128
19,3,1,590,173
21,0,1,901,445
20,1,1,901,128
20,1,1,901,55
20,0,1,901,13
20,0,1,901,55
20,0,1,901,55
20,1,1,901,55
20,1,1,901,477
20,0,1,901,55
20,0,1,901,477
41,1,0,552,265
6,2,1,857,388
41,2,1,857,388
21,3,1,857,173
39,2,1,488,54
39,3,1,488,416
7,3,1,398,388
5,2,1,901,117
21,3,0,552,7
7,2,0,552,115
5,4,0,544,55
5,2,0,552,305
5,2,1,720,55
5,2,1,720,55
5,2,0,552,305
7,1,1,398,372
7,1,1,901,173
40,0,1,398,117
5,3,0,552,305
31,0,1,540,432
40,3,1,115,317
5,2,0,552,434
5,2,1,825,3
5,3,1,398,7
5,2,1,23,434
31,3,1,901,115
27,3,1,901,115
31,3,1,1056,344
31,0,1,1056,344
7,3,0,552,149
35,2,1,317,372
41,4,0,552,149
41,4,0,552,55
5,0,1,990,173
5,2,1,861,475
25,3,1,720,55
27,2,1,542,337
27,2,1,542,337
27,3,1,398,173
38,2,1,488,55
5,3,0,552,7
42,2,0,552,7
37,4,0,552,55
21,2,1,720,7
5,0,0,552,401
25,4,0,552,7
29,3,0,552,7
25,3,0,552,7
21,3,1,488,444
5,2,1,502,444
40,3,1,488,117
21,4,0,552,55
5,3,0,1019,58
6,2,1,795,449
40,3,1,398,52
7,2,1,398,388
37,2,1,703,432
5,2,1,708,278
35,3,1,1157,154
39,2,1,752,481
21,2,1,590,432
21,2,1,590,432
21,2,1,720,37
21,2,1,741,37
39,3,0,548,401
38,3,1,688,115
38,2,1,1009,52
27,3,0,1052,185
25,3,0,552,401
25,3,0,552,401
25,3,0,552,58
25,3,0,552,58
37,2,1,901,55
5,3,1,661,217
27,2,1,317,372
27,3,1,398,55
5,2,1,238,173
38,2,1,901,128
43,3,1,901,439
21,0,0,552,136
37,3,0,552,136
37,3,0,552,136
37,3,0,552,391
5,2,1,1116,432
5,1,1,398,434
27,4,0,552,7
21,3,1,590,37
5,1,0,552,136
27,3,1,901,154
27,3,1,901,154
38,2,1,481,311
39,3,0,552,7
33,1,1,317,372
5,1,1,781,444
27,2,1,652,432
41,4,0,552,55
41,4,0,552,434
42,3,1,1038,260
5,2,0,1019,58
27,2,1,819,311
5,2,1,1024,55
5,3,0,552,7
21,2,0,552,297
29,2,1,51,416
21,2,0,552,84
38,2,0,552,149
29,3,0,552,7
27,3,1,824,7
21,2,1,901,388
40,2,1,672,172
21,3,1,14,337
41,2,1,415,52
6,2,1,901,215
43,3,1,1145,128
43,3,1,1145,128
21,1,0,552,55
27,2,0,680,247
21,1,0,552,58
41,3,1,65,69
29,0,0,1052,402
5,2,1,398,491
5,2,1,846,278
21,1,0,552,149
27,2,1,1157,52
21,3,0,544,7
37,3,0,552,136
27,3,1,271,173
31,3,1,65,388
21,3,1,1056,55
5,2,1,580,54
35,0,0,552,198
21,2,0,552,55
21,2,0,552,136
21,3,1,901,215
27,2,1,256,260
5,2,1,988,7
21,3,1,180,432
31,3,1,180,432
21,3,1,180,432
7,2,1,153,416
21,2,1,590,52
5,0,0,552,297
19,3,1,613,154
5,2,0,552,136
25,2,0,552,136
21,2,1,901,55
5,2,1,901,55
21,2,1,720,7
21,3,1,65,372
21,3,1,65,372
5,2,1,590,175
5,2,1,398,388
7,2,0,552,136
12,3,0,544,184
19,0,0,552,184
35,3,1,271,173
27,3,0,552,391
21,3,0,544,58
27,3,1,488,311
42,0,1,271,123
21,2,1,271,337
6,2,1,1069,475
40,2,1,720,55
5,1,1,1157,374
37,1,1,901,444
41,2,1,727,55
5,2,1,88,55
37,2,1,88,55
5,2,1,243,55
5,2,1,243,55
8,2,1,243,55
41,2,1,243,55
37,3,1,727,7
5,0,1,727,7
37,3,1,285,128
5,2,1,1003,372
27,2,1,901,115
31,2,0,552,58
21,2,0,552,58
35,0,1,153,416
29,2,1,720,55
29,2,1,720,55
29,2,1,720,7
10,0,0,552,297
5,2,1,1056,432
42,3,1,398,181
21,2,1,901,115
21,2,1,901,115
42,3,1,398,173
35,2,1,509,173
21,2,1,398,173
9,3,0,552,297
5,2,1,778,55
9,3,0,552,401
21,2,1,580,55
41,2,0,552,447
25,2,0,552,447
21,3,1,923,55
19,1,0,552,149
25,2,0,552,7
25,3,0,552,184
25,3,0,552,401
19,2,0,552,7
21,2,0,552,58
21,2,0,552,58
35,2,1,313,374
5,2,1,353,173
29,3,0,552,149
21,2,1,230,388
19,2,1,1098,55
40,2,1,719,7
19,2,1,720,432
19,2,1,720,432
19,2,1,720,388
2,2,1,720,372
39,2,1,70,173
27,2,1,398,372
25,2,0,1019,58
31,2,1,286,173
21,2,0,552,7
31,3,0,552,55
31,3,0,552,55
9,3,1,677,173
43,3,1,589,154
27,2,1,397,54
21,2,1,397,54
10,2,0,544,432
5,1,0,552,434
21,1,1,38,337
29,2,0,552,297
27,1,1,901,55
29,2,0,1126,467
21,0,0,552,184
5,3,1,23,445
5,3,1,23,445
21,2,0,552,136
31,2,0,1052,247
25,3,1,211,37
5,0,1,979,93
25,3,1,727,55
21,2,1,82,317
21,2,1,635,250
5,3,1,1156,365
21,3,1,589,37
38,1,1,628,250
21,3,1,720,481
5,2,1,968,481
19,2,1,720,7
21,3,0,552,115
27,2,1,720,432
40,2,1,194,432
27,2,1,230,55
19,2,1,720,388
21,2,1,835,7
39,3,0,552,149
19,2,0,552,136
2,2,0,548,136
2,3,0,548,400
40,2,1,398,52
38,3,1,901,452
41,3,1,613,432
5,1,1,1046,372
5,3,1,383,7
5,2,1,1038,475
5,2,1,398,217
11,3,1,428,477
42,2,1,457,449
10,2,1,839,260
10,2,1,839,260
10,2,1,839,260
2,2,0,552,149
2,2,1,901,118
21,3,1,1158,388
19,3,1,398,173
11,0,1,398,175
42,2,1,590,154
5,2,1,720,55
5,2,1,1024,55
5,2,1,1024,55
41,3,0,552,7
5,4,0,552,136
41,2,1,865,311
6,0,1,720,55
21,2,1,123,52
21,3,1,458,52
21,3,1,458,52
35,3,1,398,117
41,2,1,697,117
41,2,1,697,117
33,2,1,697,117
19,3,1,123,52
19,2,1,123,52
19,3,1,123,52
27,3,1,527,434
27,3,1,527,434
6,0,1,720,173
21,2,1,590,374
40,2,1,479,154
8,3,0,552,136
37,3,0,552,136
5,1,1,901,246
5,3,1,590,52
6,3,1,795,388
29,3,1,795,388
5,3,1,720,55
5,3,1,720,55
5,3,1,720,55
5,3,1,720,55
5,2,1,45,215
21,3,1,398,388
5,2,1,398,445
5,3,1,383,444
38,3,0,552,401
35,2,1,901,246
27,2,1,397,374
5,2,1,397,374
27,3,1,720,491
5,2,1,256,372
5,2,1,256,372
5,2,1,256,372
8,2,1,720,173
5,3,0,790,136
5,3,1,353,482
27,1,0,552,401
5,2,1,398,55
29,3,1,1063,388
11,2,1,720,217
31,2,1,65,55
27,2,1,65,55
27,2,0,552,149
27,3,0,544,58
5,3,0,552,439
19,3,1,1013,340
6,2,1,903,491
6,1,1,903,55
19,3,1,1013,340
19,3,1,1013,340
19,2,1,1013,340
19,2,1,1013,340
5,0,1,115,340
27,0,0,552,401
21,1,1,720,481
29,1,0,548,297
27,2,0,552,7
5,0,0,552,136
21,3,0,1052,247
5,2,0,552,136
5,2,0,552,7
5,2,0,552,7
5,0,0,552,55
5,2,1,353,434
5,0,0,552,7
5,0,0,552,55
5,1,0,552,55
5,0,0,547,55
27,3,1,99,335
27,3,1,99,335
21,1,1,901,173
25,2,1,720,55
25,2,1,720,55
27,2,1,1055,432
21,2,1,1055,432
29,2,0,552,297
5,3,1,488,311
35,3,1,332,337
5,1,0,552,447
5,0,0,552,136
31,1,0,551,173
5,2,1,725,55
7,3,1,398,55
27,2,1,782,376
5,3,1,720,173
19,3,1,720,173
21,2,0,552,149
27,2,1,481,173
21,2,0,552,115
38,1,1,901,128
21,3,1,901,55
31,1,0,552,136
42,2,0,552,55
5,3,1,398,7
31,3,1,398,372
31,3,1,383,374
5,4,0,543,136
5,2,1,170,237
5,2,1,969,238
27,3,1,901,128
27,3,1,901,128
21,2,0,552,297
27,2,0,552,297
5,2,1,1096,55
21,0,0,552,391
42,2,1,383,337
44,2,1,398,175
9,2,1,398,117
44,2,1,398,117
5,2,1,830,444
19,3,1,398,55
10,2,1,959,337
5,3,1,750,117
29,3,1,750,117
38,2,1,629,117
21,2,1,1122,444
37,3,1,901,118
21,3,1,1037,340
2,0,1,799,173
5,1,0,552,149
38,3,0,552,58
5,0,0,552,149
5,2,1,629,117
21,0,0,552,136
5,1,0,552,297
43,2,1,825,7
21,2,1,901,215
21,1,1,901,215
5,3,0,544,107
27,2,1,1002,388
29,1,1,490,154
5,2,1,901,7
5,2,1,901,115
8,2,1,901,115
21,2,1,1162,52
5,2,1,1157,43
5,0,1,839,50
5,1,1,1169,217
27,0,1,1038,416
19,2,1,1050,344
21,2,0,552,55
5,2,1,23,388
5,1,1,23,388
31,3,1,44,173
39,2,1,825,432
43,2,1,88,388
19,2,1,271,173
5,3,1,199,374
8,3,1,199,374
6,3,1,199,374
19,3,1,333,173
43,3,1,590,52
5,3,1,590,176
5,4,0,552,7
40,3,1,901,484
21,2,1,901,432
21,1,0,552,297
5,2,1,901,173
38,0,1,398,475
27,3,1,488,372
6,3,1,901,117
6,3,1,901,117
6,0,1,901,118
19,0,1,901,173
33,2,1,398,173
35,2,1,901,173
9,2,1,192,55
41,2,1,590,340
10,2,0,680,350
19,2,1,720,55
21,2,1,901,388
5,4,0,552,136
5,3,1,397,372
37,3,1,398,117
7,3,1,720,7
42,3,1,720,7
35,3,1,230,55
31,3,1,230,55
21,3,0,548,84
21,0,0,552,84
21,3,1,590,154
27,3,0,552,149
5,3,1,398,444
5,3,1,230,55
2,2,1,230,55
2,2,1,230,416
2,3,1,230,349
2,3,1,230,349
21,3,1,398,7
5,3,1,398,203
37,3,0,552,7
37,3,0,543,7
5,2,1,439,117
5,2,1,901,115
5,2,1,901,115
33,3,0,552,439
33,3,0,552,84
41,0,1,720,7
2,1,1,901,432
37,0,0,552,391
31,2,0,552,149
40,0,0,895,309
31,2,0,552,305
5,2,1,38,432
29,0,0,552,149
29,1,0,552,149
33,1,0,552,55
33,0,0,552,55
21,2,1,38,484
21,2,1,38,484
2,1,1,901,13
35,2,0,552,149
9,4,1,590,432
37,3,1,901,118
31,2,1,1009,52
33,2,1,509,213
31,2,0,552,136
5,2,1,410,117
21,2,1,386,311
21,2,1,386,311
21,2,1,652,432
31,2,1,406,444
41,3,0,552,199
5,3,1,526,434
5,3,1,526,434
21,2,1,839,432
5,2,1,839,7
43,2,1,726,372
5,3,0,552,115
5,3,1,428,444
27,3,1,77,349
35,3,0,552,198
35,2,0,1052,115
35,2,1,1014,52
37,3,0,552,218
33,0,0,552,55
27,0,1,1038,416
5,0,1,558,173
27,3,1,217,237
5,2,1,901,128
5,2,1,901,128
5,2,1,972,175
31,0,1,270,173
21,4,0,552,55
27,2,1,447,326
27,2,1,447,326
8,3,1,271,128
33,3,1,271,128
2,0,1,720,215
27,2,1,901,55
27,2,1,901,55
5,2,1,901,55
5,2,1,901,55
5,1,1,416,337
5,4,0,548,55
